,Daily Global Risk Appetite,Equity-Only Risk Appetite,US Credit Risk Appetite (New)
12/07/2011,-2.43,-2.5,0.8
13/07/2011,-2.27,-2.27,0.74
14/07/2011,-2.42,-2.16,0.7
15/07/2011,-2.49,-2.4,0.62
18/07/2011,-2.79,-2.48,0.1
19/07/2011,-2.73,-2.79,0.05
20/07/2011,-2.47,-2.46,0.16
21/07/2011,-2.22,-2.46,0.35
22/07/2011,-2.05,-2.22,0.42
25/07/2011,-2.27,-2.18,0.35
26/07/2011,-2.31,-2.02,0.35
27/07/2011,-2.54,-1.59,0.42
28/07/2011,-2.64,-1.54,0.39
29/07/2011,-2.82,-1.33,0.18
01/08/2011,-3.02,-1.24,0.21
02/08/2011,-3.42,-0.89,-0.18
03/08/2011,-3.98,-1.52,-0.49
04/08/2011,-4.49,-0.78,-1.17
05/08/2011,-4.95,-1.28,-1.35
08/08/2011,-5.77,-0.57,-1.43
09/08/2011,-5.87,-2.1,-1.93
10/08/2011,-6.35,-1.21,-2.36
11/08/2011,-6.04,-2.14,-2.76
12/08/2011,-5.76,-2.2,-2.54
15/08/2011,-5.44,-2.01,-2.47
16/08/2011,-5.48,-1.62,-2.49
17/08/2011,-5.52,-1.3,-2.52
18/08/2011,-6.3,-1.03,-3.11
19/08/2011,-6.57,-0.93,-3.47
22/08/2011,-6.53,-0.92,-3.51
23/08/2011,-6.2,-1.67,-4.17
24/08/2011,-5.95,-2.04,-4.3
25/08/2011,-6.07,-1.87,-4.12
26/08/2011,-5.98,-2.19,-4.24
29/08/2011,-5.36,-1.86,-4.04
30/08/2011,-5.31,-2.22,-3.89
31/08/2011,-4.87,-2.02,-3.26
01/09/2011,-4.85,-1.77,-3.2
02/09/2011,-5.34,-1.76,-3.66
05/09/2011,-5.79,-2.79,-3.64
06/09/2011,-5.88,-2.86,-4.16
07/09/2011,-5.27,-2.93,-3.92
08/09/2011,-5.26,-2.68,-4.01
09/09/2011,-5.76,-2.99,-4.43
12/09/2011,-6.05,-3.95,-4.89
13/09/2011,-5.84,-4.17,-4.86
14/09/2011,-5.69,-4.54,-4.76
15/09/2011,-5.28,-4.63,-4.69
16/09/2011,-5.17,-4.72,-4.62
19/09/2011,-5.59,-5.25,-5.04
20/09/2011,-5.49,-4.92,-4.94
21/09/2011,-5.74,-4.59,-5.37
22/09/2011,-6.45,-5.11,-6.23
23/09/2011,-6.42,-5.56,-6.56
26/09/2011,-6.26,-6.13,-6.44
27/09/2011,-5.54,-5.32,-6.13
28/09/2011,-5.69,-4.95,-6.28
29/09/2011,-5.64,-4.99,-6.36
30/09/2011,-5.93,-4.73,-6.66
03/10/2011,-6.38,-4.63,-7.19
04/10/2011,-6.61,-5.71,-7.84
05/10/2011,-6.28,-5.65,-7.63
06/10/2011,-5.75,-5.53,-7.28
07/10/2011,-5.59,-5.05,-6.91
10/10/2011,-5.18,-5.34,-6.93
11/10/2011,-5.13,-5.52,-6.39
12/10/2011,-4.81,-5.05,-5.81
13/10/2011,-4.95,-5.24,-5.84
14/10/2011,-4.72,-5.27,-5.51
17/10/2011,-4.91,-5.14,-5.51
18/10/2011,-4.95,-5.68,-5.44
19/10/2011,-4.88,-5.2,-4.85
20/10/2011,-5.06,-5.75,-4.72
21/10/2011,-4.69,-5.48,-4.28
24/10/2011,-4.38,-5.43,-4.08
25/10/2011,-4.53,-4.87,-3.87
26/10/2011,-4.47,-5.07,-3.74
27/10/2011,-3.65,-4.74,-2.63
28/10/2011,-3.63,-4.68,-2.59
31/10/2011,-4.07,-4.65,-2.89
01/11/2011,-4.69,-4.83,-3.53
02/11/2011,-4.54,-4.79,-3.37
03/11/2011,-4.25,-4.87,-3.3
04/11/2011,-4.3,-4.89,-3.44
07/11/2011,-4.29,-4.93,-3.6
08/11/2011,-4.1,-4.8,-3.61
09/11/2011,-4.4,-4.61,-4.1
10/11/2011,-4.38,-4.8,-4.19
11/11/2011,-4,-4.64,-4.19
14/11/2011,-4.09,-4.61,-4.43
15/11/2011,-4.12,-4.91,-4.62
16/11/2011,-4.16,-4.56,-4.68
17/11/2011,-4.26,-4.42,-5.04
18/11/2011,-4.32,-4.61,-5.1
21/11/2011,-4.65,-4.94,-5.44
22/11/2011,-4.69,-4.99,-5.65
23/11/2011,-4.89,-5.05,-5.81
24/11/2011,-4.85,-4.96,-5.78
25/11/2011,-4.73,-5.09,-5.79
28/11/2011,-4.23,-4.96,-5.65
29/11/2011,-4.11,-5.1,-5.71
30/11/2011,-3.49,-4.97,-5.36
01/12/2011,-3.47,-4.97,-5.07
02/12/2011,-3.42,-4.88,-4.59
05/12/2011,-3.26,-4.83,-4.19
06/12/2011,-3.32,-5.06,-4.01
07/12/2011,-3.34,-5.21,-4.02
08/12/2011,-3.6,-5.17,-4.16
09/12/2011,-3.41,-5.37,-4.08
12/12/2011,-3.63,-5.57,-4.19
13/12/2011,-3.71,-5.47,-4.14
14/12/2011,-3.94,-5.56,-4.24
15/12/2011,-3.93,-5.46,-4.39
16/12/2011,-3.97,-5.34,-4.29
19/12/2011,-4.1,-5.15,-4.35
20/12/2011,-3.72,-5.09,-4.32
21/12/2011,-3.69,-5.08,-4.25
22/12/2011,-3.63,-5.09,-4.22
23/12/2011,-3.51,-5.12,-4.2
26/12/2011,-3.52,-5.14,-4.21
27/12/2011,-3.53,-5.1,-4.21
28/12/2011,-3.72,-5.03,-4.2
29/12/2011,-3.63,-5.07,-4.15
30/12/2011,-3.6,-4.89,-4.01
02/01/2012,-3.46,-4.52,-4.01
03/01/2012,-3.2,-4.46,-3.84
04/01/2012,-3.23,-4.77,-3.79
05/01/2012,-3.34,-4.97,-3.8
06/01/2012,-3.44,-4.96,-3.73
09/01/2012,-3.49,-4.99,-3.69
10/01/2012,-3.26,-4.66,-3.63
11/01/2012,-3.34,-4.76,-3.69
12/01/2012,-3.26,-4.5,-3.66
13/01/2012,-3.34,-4.6,-3.8
16/01/2012,-3.24,-4.33,-3.79
17/01/2012,-3.03,-4.06,-3.65
18/01/2012,-2.82,-4.05,-3.54
19/01/2012,-2.49,-3.77,-3.25
20/01/2012,-2.3,-3.82,-3.11
23/01/2012,-2.02,-3.57,-2.9
24/01/2012,-1.96,-3.76,-2.84
25/01/2012,-1.84,-4,-2.67
26/01/2012,-1.62,-3.19,-2.31
27/01/2012,-1.62,-3.19,-2.19
30/01/2012,-1.71,-3.39,-2.27
31/01/2012,-1.56,-3.05,-2.16
01/02/2012,-1.18,-2.74,-1.86
02/02/2012,-0.97,-2.58,-1.65
03/02/2012,-0.57,-2.75,-1.17
06/02/2012,-0.4,-2.8,-1.06
07/02/2012,-0.16,-2.75,-0.85
08/02/2012,0.1,-2.59,-0.58
09/02/2012,0.29,-2.62,-0.45
10/02/2012,0.16,-2.85,-0.53
13/02/2012,0.44,-2.63,-0.41
14/02/2012,0.45,-2.8,-0.4
15/02/2012,0.58,-2.71,-0.37
16/02/2012,0.67,-3.08,-0.31
17/02/2012,0.93,-2.63,-0.1
20/02/2012,1.15,-2.36,-0.01
21/02/2012,1.15,-2.45,0.19
22/02/2012,1.04,-2.72,0.36
23/02/2012,0.96,-2.88,0.45
24/02/2012,1.05,-2.35,0.57
27/02/2012,0.95,-2.44,0.67
28/02/2012,1.08,-2.35,0.88
29/02/2012,1.17,-2,1.11
01/03/2012,1.38,-1.78,1.34
02/03/2012,1.34,-1.62,1.42
05/03/2012,1.23,-1.65,1.42
06/03/2012,0.78,-1.86,1.05
07/03/2012,0.9,-1.76,1.18
08/03/2012,1.29,-1.52,1.39
09/03/2012,1.38,-1.66,1.52
12/03/2012,1.35,-1.69,1.65
13/03/2012,1.72,-1.51,1.84
14/03/2012,1.96,-1.47,2.19
15/03/2012,2.17,-1.37,2.38
16/03/2012,2.34,-1.17,2.71
19/03/2012,2.5,-1.08,2.92
20/03/2012,2.41,-1.18,3.11
21/03/2012,2.37,-1.03,3.3
22/03/2012,2.2,-1.19,3.32
23/03/2012,2.27,-0.89,3.36
26/03/2012,2.41,-0.85,3.57
27/03/2012,2.29,-1.08,3.7
28/03/2012,2.09,-1.14,3.73
29/03/2012,1.86,-1.33,3.69
30/03/2012,2,-1.1,3.78
02/04/2012,2.08,-1.22,3.93
03/04/2012,2.02,-1.16,3.97
04/04/2012,1.62,-1.42,3.85
05/04/2012,1.53,-1.39,3.65
06/04/2012,1.37,-1.34,3.29
09/04/2012,1.19,-1.15,3.1
10/04/2012,0.74,-1.34,2.84
11/04/2012,0.81,-1.3,2.8
12/04/2012,0.88,-1.39,2.79
13/04/2012,0.51,-1.67,2.57
16/04/2012,0.42,-1.62,2.39
17/04/2012,0.6,-1.56,2.36
18/04/2012,0.33,-2.07,2.14
19/04/2012,0.15,-2.09,1.98
20/04/2012,0.19,-1.98,1.84
23/04/2012,-0.18,-2.33,1.61
24/04/2012,-0.03,-2.02,1.55
25/04/2012,0.14,-2.06,1.61
26/04/2012,0.16,-2.13,1.57
27/04/2012,0.25,-1.91,1.58
30/04/2012,0.19,-1.85,1.61
01/05/2012,0.26,-1.71,1.75
02/05/2012,0.16,-1.85,1.79
03/05/2012,0.12,-1.81,1.9
04/05/2012,-0.14,-1.85,1.89
07/05/2012,-0.07,-1.63,1.91
08/05/2012,-0.24,-1.89,1.95
09/05/2012,-0.29,-1.9,2.02
10/05/2012,-0.11,-1.66,2.21
11/05/2012,-0.07,-1.64,2.25
14/05/2012,-0.4,-2.11,2.18
15/05/2012,-0.49,-2.16,2.2
16/05/2012,-0.64,-2.27,2.11
17/05/2012,-0.85,-2.39,1.78
18/05/2012,-0.93,-2.12,1.54
21/05/2012,-0.8,-2.2,1.52
22/05/2012,-0.62,-2.1,1.75
23/05/2012,-0.97,-2.6,1.66
24/05/2012,-0.88,-2.49,1.79
25/05/2012,-0.9,-2.45,1.82
28/05/2012,-0.84,-2.32,1.87
29/05/2012,-0.69,-2.27,2
30/05/2012,-0.99,-2.43,1.8
31/05/2012,-1.02,-2.32,1.76
01/06/2012,-1.32,-2.15,1.46
04/06/2012,-1.26,-1.98,1.4
05/06/2012,-1.22,-2.25,1.39
06/06/2012,-0.88,-2.23,1.61
07/06/2012,-0.81,-2.18,1.79
08/06/2012,-0.89,-2.23,1.76
11/06/2012,-0.99,-2.22,1.74
12/06/2012,-0.94,-2.38,1.59
13/06/2012,-0.97,-2.26,1.54
14/06/2012,-0.91,-2.32,1.54
15/06/2012,-0.75,-2.15,1.55
18/06/2012,-0.76,-2.3,1.52
19/06/2012,-0.48,-1.93,1.66
20/06/2012,-0.38,-1.92,1.77
21/06/2012,-0.58,-1.93,1.88
22/06/2012,-0.62,-2.14,1.93
25/06/2012,-0.91,-2.25,1.82
26/06/2012,-0.9,-2.21,1.74
27/06/2012,-0.76,-2.14,1.76
28/06/2012,-0.92,-2.46,1.7
29/06/2012,-0.39,-2.04,1.91
02/07/2012,-0.37,-1.93,1.96
03/07/2012,-0.22,-1.81,2.02
04/07/2012,-0.27,-1.84,1.98
05/07/2012,-0.46,-2,1.93
06/07/2012,-0.74,-2.14,1.84
09/07/2012,-0.86,-2.15,1.72
10/07/2012,-0.88,-1.89,1.73
11/07/2012,-0.93,-1.9,1.73
12/07/2012,-1.17,-2.11,1.68
13/07/2012,-1.01,-2.05,1.76
16/07/2012,-1.07,-2.01,1.78
17/07/2012,-1.07,-2.06,1.9
18/07/2012,-1.04,-2.08,2.14
19/07/2012,-1.03,-2.17,2.22
20/07/2012,-1.34,-2.24,2.01
23/07/2012,-1.75,-2.6,1.76
24/07/2012,-1.94,-2.59,1.65
25/07/2012,-1.97,-2.52,1.54
26/07/2012,-1.7,-2.41,1.56
27/07/2012,-1.41,-2.44,1.78
30/07/2012,-1.34,-2.28,1.76
31/07/2012,-1.49,-2.34,1.71
01/08/2012,-1.5,-2.31,1.76
02/08/2012,-1.81,-2.57,1.58
03/08/2012,-1.43,-2.27,1.71
06/08/2012,-1.33,-2.15,1.75
07/08/2012,-1.21,-2.22,1.78
08/08/2012,-1.24,-2.24,1.76
09/08/2012,-1.22,-2.2,1.71
10/08/2012,-1.3,-2.19,1.68
13/08/2012,-1.36,-2.23,1.66
14/08/2012,-1.28,-2.13,1.68
15/08/2012,-1.26,-2.13,1.65
16/08/2012,-1.18,-2.23,1.66
17/08/2012,-1.18,-2.24,1.63
20/08/2012,-1.26,-2.3,1.65
21/08/2012,-1.11,-2.01,1.65
22/08/2012,-1.32,-2.2,1.58
23/08/2012,-1.41,-2.1,1.56
24/08/2012,-1.45,-2.21,1.53
27/08/2012,-1.41,-2.08,1.52
28/08/2012,-1.52,-2.1,1.47
29/08/2012,-1.57,-2.17,1.44
30/08/2012,-1.78,-2.24,1.35
31/08/2012,-1.66,-1.87,1.3
03/09/2012,-1.61,-1.73,1.25
04/09/2012,-1.76,-1.84,1.28
05/09/2012,-1.76,-1.77,1.25
06/09/2012,-1.39,-1.66,1.45
07/09/2012,-1.26,-1.63,1.67
10/09/2012,-1.27,-1.5,1.71
11/09/2012,-1.18,-1.35,1.76
12/09/2012,-1.07,-1.29,1.92
13/09/2012,-1.16,-1.65,2.03
14/09/2012,-0.71,-1.2,2.55
17/09/2012,-0.81,-1.21,2.6
18/09/2012,-1,-1.4,2.57
19/09/2012,-1.02,-1.48,2.5
20/09/2012,-1.12,-1.47,2.37
21/09/2012,-0.97,-1.22,2.44
24/09/2012,-1.07,-1.27,2.38
25/09/2012,-1.03,-1.06,2.28
26/09/2012,-1.36,-1.26,2.17
27/09/2012,-1.23,-1.3,2.23
28/09/2012,-1.27,-1.23,2.31
01/10/2012,-1.01,-0.96,2.52
02/10/2012,-0.92,-0.84,2.69
03/10/2012,-0.89,-0.91,2.85
04/10/2012,-0.77,-0.99,3.14
05/10/2012,-0.42,-0.62,3.43
08/10/2012,-0.54,-0.77,3.48
09/10/2012,-0.57,-0.61,3.56
10/10/2012,-0.6,-0.5,3.56
11/10/2012,-0.45,-0.35,3.66
12/10/2012,-0.46,-0.36,3.86
15/10/2012,-0.36,-0.43,4.07
16/10/2012,-0.02,-0.29,4.4
17/10/2012,0.26,-0.17,4.81
18/10/2012,0.32,-0.23,4.89
19/10/2012,0.19,-0.16,4.74
22/10/2012,0.25,-0.13,4.72
23/10/2012,0.03,-0.15,4.47
24/10/2012,0.11,0.03,4.52
25/10/2012,0.19,-0.04,4.58
26/10/2012,0.08,-0.03,4.41
29/10/2012,0,-0.14,4.46
30/10/2012,0.22,0.16,4.57
31/10/2012,0.26,0.15,4.56
01/11/2012,0.4,0.01,4.73
02/11/2012,0.58,0.29,4.89
05/11/2012,0.56,0.26,4.87
06/11/2012,0.7,0.2,4.91
07/11/2012,0.55,0.47,4.64
08/11/2012,0.53,0.69,4.64
09/11/2012,0.58,0.74,4.5
12/11/2012,0.65,0.75,4.63
13/11/2012,0.77,0.94,4.49
14/11/2012,0.85,1.23,4.72
15/11/2012,0.89,1.17,4.77
16/11/2012,0.82,0.83,4.92
19/11/2012,1.29,0.85,5.25
20/11/2012,1.54,1.01,5.5
21/11/2012,1.71,1.03,5.71
22/11/2012,1.92,1.16,5.88
23/11/2012,2.12,1.19,6.02
26/11/2012,2.1,1.32,6.15
27/11/2012,2.22,1.51,6.31
28/11/2012,2.14,1.34,6.39
29/11/2012,2.5,1.65,6.51
30/11/2012,2.52,1.64,6.55
03/12/2012,2.62,1.86,6.64
04/12/2012,2.66,1.95,6.62
05/12/2012,2.67,1.99,6.65
06/12/2012,2.65,1.87,6.61
07/12/2012,2.66,1.82,6.65
10/12/2012,2.7,1.87,6.67
11/12/2012,2.93,2.1,6.75
12/12/2012,3.05,2.2,6.89
13/12/2012,3.08,2.25,6.91
14/12/2012,3.1,2.38,6.89
17/12/2012,3,2.05,6.91
18/12/2012,3.12,2.01,7.03
19/12/2012,3.22,2.24,7.13
20/12/2012,3.15,2.14,7.19
21/12/2012,3,2.19,7.07
24/12/2012,2.97,2.2,7.05
25/12/2012,2.95,2.15,7.01
26/12/2012,2.94,2.18,7
27/12/2012,2.95,2.25,6.9
28/12/2012,2.86,2.3,6.82
31/12/2012,2.84,1.98,6.81
01/01/2013,2.84,1.98,6.73
02/01/2013,3.35,2.14,7.06
03/01/2013,3.44,2.19,7.12
04/01/2013,3.51,1.91,7.21
07/01/2013,3.47,2.04,7.15
08/01/2013,3.42,2.19,7.05
09/01/2013,3.54,2.3,6.95
10/01/2013,3.62,2.17,6.9
11/01/2013,3.61,2.11,6.84
14/01/2013,3.66,2.25,6.65
15/01/2013,3.56,2.05,6.38
16/01/2013,3.57,2.23,6.32
17/01/2013,3.83,2.38,6.33
18/01/2013,3.85,2.25,6.21
21/01/2013,3.86,2.32,6.12
22/01/2013,3.78,2.21,5.94
23/01/2013,3.68,2.21,5.88
24/01/2013,3.69,2.13,5.78
25/01/2013,3.8,1.97,5.83
28/01/2013,3.73,1.86,5.75
29/01/2013,3.81,1.88,5.55
30/01/2013,3.65,1.68,5.46
31/01/2013,3.52,1.67,5.26
01/02/2013,3.56,1.52,5.25
04/02/2013,3.17,1.3,5.1
05/02/2013,3.13,1.2,5.06
06/02/2013,2.98,0.95,4.97
07/02/2013,2.79,0.83,4.95
08/02/2013,2.79,0.84,5
11/02/2013,2.64,0.64,4.96
12/02/2013,2.75,0.69,4.91
13/02/2013,2.87,0.94,4.99
14/02/2013,2.75,0.82,4.99
15/02/2013,2.68,0.85,5.03
18/02/2013,2.66,0.7,5.03
19/02/2013,2.83,0.72,4.99
20/02/2013,2.84,0.9,5.03
21/02/2013,2.35,0.51,4.94
22/02/2013,2.44,0.44,4.94
25/02/2013,2.52,0.91,4.9
26/02/2013,2.02,0.3,4.66
27/02/2013,2.1,0.25,4.59
28/02/2013,2.07,0.18,4.58
01/03/2013,2,0.05,4.38
04/03/2013,1.98,-0.05,4.27
05/03/2013,2.22,0.07,4.26
06/03/2013,2.29,0.04,4.27
07/03/2013,2.35,0.03,4.21
08/03/2013,2.6,0.15,4.27
11/03/2013,2.55,-0.09,4.19
12/03/2013,2.51,-0.01,4.14
13/03/2013,2.39,-0.14,4.1
14/03/2013,2.51,-0.13,4.02
15/03/2013,2.42,-0.22,3.94
18/03/2013,2.16,-0.23,3.76
19/03/2013,2.01,-0.41,3.54
20/03/2013,2.08,-0.43,3.33
21/03/2013,1.98,-0.4,3.12
22/03/2013,1.83,-0.6,2.85
25/03/2013,1.71,-0.72,2.71
26/03/2013,1.58,-1.04,2.46
27/03/2013,1.47,-1.08,2.21
28/03/2013,1.49,-1.13,2.19
29/03/2013,1.55,-1.09,2.11
01/04/2013,1.5,-0.92,1.85
02/04/2013,1.64,-0.9,1.86
03/04/2013,1.55,-0.87,1.71
04/04/2013,1.51,-1,1.57
05/04/2013,1.55,-0.96,1.27
08/04/2013,1.85,-0.87,1.39
09/04/2013,2.05,-0.62,1.64
10/04/2013,2.44,-0.62,1.79
11/04/2013,2.66,-0.49,1.71
12/04/2013,2.45,-0.73,1.42
15/04/2013,2.25,-0.51,1.28
16/04/2013,2.05,-1.01,1.04
17/04/2013,1.95,-0.85,1.03
18/04/2013,1.76,-0.96,0.79
19/04/2013,1.96,-0.88,0.77
22/04/2013,2.16,-0.82,0.75
23/04/2013,2.33,-0.94,0.74
24/04/2013,2.58,-0.75,0.88
25/04/2013,2.8,-0.6,0.96
26/04/2013,2.62,-0.76,0.8
29/04/2013,2.83,-0.65,0.91
30/04/2013,2.94,-0.58,1.11
01/05/2013,2.88,-0.54,1.22
02/05/2013,2.83,-0.92,1.3
03/05/2013,3.14,-1.05,1.72
06/05/2013,3.28,-0.98,2.04
07/05/2013,3.71,-0.7,2.24
08/05/2013,3.87,-0.6,2.12
09/05/2013,3.78,-0.62,2.27
10/05/2013,4.02,-0.8,2.69
13/05/2013,4.22,-0.63,2.64
14/05/2013,4.29,-0.93,2.54
15/05/2013,4.53,-0.7,3.22
16/05/2013,4.41,-0.63,2.66
17/05/2013,4.48,-1,2.98
20/05/2013,4.61,-0.93,3.02
21/05/2013,4.6,-1.11,3.18
22/05/2013,4.71,-0.98,3.18
23/05/2013,4.15,-0.6,3.18
24/05/2013,4.06,-0.63,2.97
27/05/2013,3.88,-0.61,2.96
28/05/2013,4.13,-0.65,2.7
29/05/2013,3.95,-0.59,2.75
30/05/2013,3.55,-0.97,2.66
31/05/2013,3.42,-0.72,2.35
03/06/2013,2.86,-1.27,2.04
04/06/2013,3.12,-0.7,1.61
05/06/2013,2.63,-0.67,1.31
06/06/2013,2.22,-1.2,0.86
07/06/2013,2.24,-1.55,1.01
10/06/2013,2.64,-1,0.83
11/06/2013,2.22,-1.37,0.52
12/06/2013,2.2,-1.13,0.36
13/06/2013,1.63,-1.89,0.43
14/06/2013,1.74,-1.44,0.24
17/06/2013,1.97,-1.38,0.44
18/06/2013,1.87,-1.75,0.09
19/06/2013,2.05,-1.27,0.13
20/06/2013,1.38,-1.76,-0.53
21/06/2013,1.22,-2.12,-1.07
24/06/2013,0.87,-2.29,-1.76
25/06/2013,0.8,-2.64,-1.55
26/06/2013,0.79,-2.73,-1.53
27/06/2013,1.01,-2.47,-0.95
28/06/2013,1.3,-1.89,-1.04
01/07/2013,1.44,-1.83,-0.81
02/07/2013,1.43,-1.79,-0.78
03/07/2013,1.15,-2.19,-0.78
04/07/2013,1.33,-2,-0.82
05/07/2013,1.38,-2.33,-0.94
08/07/2013,1.16,-2.74,-0.69
09/07/2013,1.32,-2.69,-0.39
10/07/2013,1.27,-2.67,-0.15
11/07/2013,1.22,-2.89,0
12/07/2013,1.2,-2.85,-0.05
15/07/2013,1.2,-2.78,0.03
16/07/2013,1.24,-2.51,0.03
17/07/2013,1.32,-2.29,0.15
18/07/2013,1.47,-2.32,0.54
19/07/2013,1.24,-2.58,0.58
22/07/2013,1.27,-2.59,0.65
23/07/2013,1.43,-2.28,0.95
24/07/2013,1.47,-2.19,0.91
25/07/2013,1.24,-2.49,0.85
26/07/2013,0.93,-2.65,0.61
29/07/2013,0.62,-2.85,0.68
30/07/2013,0.76,-2.7,0.73
31/07/2013,0.64,-2.8,0.54
01/08/2013,1.07,-2.6,1.04
02/08/2013,1.31,-2.15,0.68
05/08/2013,1.22,-2.22,0.66
06/08/2013,1.24,-2.03,0.71
07/08/2013,0.91,-2.16,0.53
08/08/2013,0.88,-2.21,0.57
09/08/2013,0.95,-2.06,0.67
12/08/2013,0.97,-2.02,0.57
13/08/2013,1.32,-1.79,0.67
14/08/2013,1.56,-1.39,0.65
15/08/2013,1.45,-1.26,0.37
16/08/2013,1.47,-1.24,0.69
19/08/2013,1.38,-1.35,0.41
20/08/2013,0.93,-1.82,0.16
21/08/2013,0.86,-1.83,-0.01
22/08/2013,0.89,-2.08,0.33
23/08/2013,1.03,-1.91,0.18
26/08/2013,0.93,-1.95,0.49
27/08/2013,0.49,-2.06,0.27
28/08/2013,0.35,-2.23,0.4
29/08/2013,0.4,-2.15,0.22
30/08/2013,0.28,-2.12,0.02
02/09/2013,0.5,-1.94,0.02
03/09/2013,0.79,-1.72,0.41
04/09/2013,0.84,-1.88,0.48
05/09/2013,0.97,-1.87,0.44
06/09/2013,0.93,-1.83,0.54
09/09/2013,1.17,-1.61,0.23
10/09/2013,1.5,-1.33,0.4
11/09/2013,1.49,-1.33,0.47
12/09/2013,1.37,-1.34,0.41
13/09/2013,1.33,-1.42,0.47
16/09/2013,1.46,-1.29,0.64
17/09/2013,1.4,-1.38,0.65
18/09/2013,1.44,-1.52,0.54
19/09/2013,1.82,-0.93,1.04
20/09/2013,1.77,-0.94,0.88
23/09/2013,1.78,-0.8,1.01
24/09/2013,1.71,-0.83,0.86
25/09/2013,1.67,-0.77,0.9
26/09/2013,1.66,-0.84,0.97
27/09/2013,1.56,-0.85,0.9
30/09/2013,1.25,-1.1,0.77
01/10/2013,1.39,-1.09,1
02/10/2013,1.21,-1.19,1.02
03/10/2013,1.27,-0.93,1.08
04/10/2013,1.27,-1.1,1.26
07/10/2013,1.18,-1.03,1.2
08/10/2013,1.24,-0.7,1.14
09/10/2013,1.3,-0.65,1.13
10/10/2013,1.55,-0.84,1.45
11/10/2013,1.68,-0.82,1.48
14/10/2013,1.7,-0.86,1.48
15/10/2013,1.76,-0.69,1.53
16/10/2013,1.67,-1.01,1.64
17/10/2013,1.63,-1.06,1.57
18/10/2013,1.68,-1.09,1.79
21/10/2013,1.71,-0.95,1.95
22/10/2013,1.56,-1.13,1.69
23/10/2013,1.18,-1.4,1.56
24/10/2013,1.27,-1.36,1.64
25/10/2013,0.98,-1.71,1.55
